作者,粉丝,标题,点赞,硬币,收藏,分享,弹幕,播放,评论,时长,上传时间,爬取时间,频道,标签,分区,时间
神楽七奈Official,1857649,【翻唱】劣等上等  / konoco × 神楽七奈 （cover）,20501,9506,7004,801,373,81939,1094,235,2021/12/22 21:00,2021/12/23 18:31,翻唱,音乐 翻唱,music,0.896527778
陆鳐LuLu,206864,神曲翻唱《Take Me Hand》你需要被治愈了！,15140,5728,5834,262,380,165962,948,136,2021/12/22 12:13,2021/12/23 18:31,全能音乐挑战赛 英文翻唱 开口跪 虚拟UP主 虚拟歌手 电音 欧美音乐 翻唱,音乐 翻唱,music,1.2625
小轩的宝藏音乐,21354,"曾毅吐槽词越来越多,钱越来越难赚了，网友：几个“呦”就能赚钱",264701,2176,23506,1492,1131,3069298,1245,167,2021/11/26 23:23,2021/12/23 18:31,乐评盘点 综艺,音乐 音乐综合,music,26.79722222
OP1_Production,238897,耳机分我一半怎么样？,236049,4311,55906,2727,2643,4150792,3697,70,2021/12/13 16:00,2021/12/23 18:31,,音乐 音乐综合,music,10.10486111
碰碰彭碰彭,1951930,当国乐遇上《Rolling In The Deep》效果直接拉满！,110240,46627,13721,2649,2610,1590314,2533,235,2021/12/17 18:00,2021/12/23 18:31,古筝 民乐 乐器 演奏,音乐 演奏,music,6.021527778
BibiEveryDay,734,用羽毛拍弹 unravel,64843,11005,10869,10882,852,945808,1509,96,2021/12/18 2:48,2021/12/23 18:31,乐器 演奏,音乐 演奏,music,5.654861111
字母钢本人,188861,这个说唱视频点赞如果破五万 我下个视频女装,57061,3773,844,803,324,429162,800,22,2021/12/19 12:25,2021/12/23 18:31,说唱,音乐 音乐综合,music,4.254166667
Vanguard-Sound,35044,【战双帕弥什】「游云鲸梦」EP - 逆流,16334,7642,3869,678,222,88294,863,176,2021/12/21 12:00,2021/12/23 18:31,全能音乐挑战赛 战双帕弥什 原创歌曲 说唱,音乐 原创音乐,music,2.271527778
共青团中央,9392718,【中国制造日】“我愿跨越星辰大海，向你奔赴而来……”,20505,1801,1318,2517,325,143445,2384,223,2021/12/21 17:11,2021/12/23 18:32,,音乐 MV,music,2.05625
嗷呜一口仙贝,485778,【仙贝】《十七岁》cover刘德华｜要无时无刻都记住掌声响满天,14569,5780,1985,467,542,153724,922,51,2021/12/21 22:00,2021/12/23 18:32,翻唱,音乐 翻唱,music,1.855555556
VICIOUS_WANG,820,"“她喘息的声音比音符还动听, 婀娜的身姿比山水画还动心”｜iann dior Type Beat｜免费伴奏",2583,760,2613,770,81,245994,1098,166,2021/12/20 19:30,2021/12/23 18:32,全能音乐挑战赛 王力宏 蜘蛛侠 HIPHOP 原创歌曲 RAP 说唱 吉他 演奏,音乐 原创音乐,music,2.959722222
胖妞Tancy口琴,67510,解压布鲁斯,139075,41176,26226,10974,1124,1996545,3275,74,2021/12/11 16:21,2021/12/23 18:32,演奏,音乐 演奏,music,12.09097222
海辰家的猫,840,【曹丕】像天子一样呐（《像神一样呐》历史向填词）,9343,6345,5621,1157,200,76375,594,205,2021/12/22 5:43,2021/12/23 18:32,三国演义 初音未来 VOCALOID 虚拟歌手,音乐 VOCALOID·UTAU,music,1.534027778
是删青啊,12874,当Beatboxer听见有节奏的水滴时会发生什么,31537,1899,8015,1799,135,414431,383,44,2021/12/15 18:50,2021/12/23 18:32,鬼畜调教 鬼畜 演奏,音乐 演奏,music,7.9875
全球宝藏音乐Music,1276,听完想去拯救世界的十首BGM纯音乐,3715,1143,7361,335,1341,130137,396,191,2021/12/19 17:49,2021/12/23 18:32,,音乐 音乐综合,music,4.029861111
于贞,543372,【于贞】BIBI单曲《The Weekend》(于贞 Remix) 来了！,13784,4945,2689,774,170,96019,548,79,2021/12/21 14:00,2021/12/23 18:32,全能音乐挑战赛,音乐 MV,music,2.188888889
玩音乐的EZ,654625,燃炸！爸妈竟然和我一起演奏《孤勇者》,250148,178491,89822,18607,4225,2547663,2658,261,2021/11/26 17:30,2021/12/23 18:32,全能音乐挑战赛 陈奕迅 小提琴 钢琴 演奏 英雄联盟,音乐 演奏,music,27.04305556
肖恩Shaun-Gibson,666429,英国兄妹合唱英文版《孤勇者》，不一样，但爆好听！,116227,92062,48726,7217,1794,1193194,1807,255,2021/12/9 18:29,2021/12/23 18:32,陈奕迅 翻唱 英雄联盟,音乐 翻唱,music,14.00208333
Jason-老湿,1162451,用最简单的编曲唱出最深情的故事，深夜时刻不来学唱这样一首《她说》？,11641,5112,1850,335,1142,112129,887,771,2021/12/22 20:16,2021/12/23 18:32,全能音乐挑战赛 林俊杰,音乐 音乐综合,music,0.927777778
rzby,19106,【杜比视界4K·全景声】画质爆炸 震撼视觉！aespa新曲《Dreams Come True》4K60帧极限HDR画质提升MV 附自制中字,5319,1050,5449,577,291,91824,193,221,2021/12/21 16:41,2021/12/23 18:32,aespa 4K KPOP,音乐 MV,music,2.077083333
黎耀祥,180441,【黎耀祥】和你们一起重温《红蝴蝶》，义海豪情回忆依旧！,13028,5498,1464,321,351,89831,995,217,2021/12/22 16:13,2021/12/23 18:33,年底情感回忆杀,音乐 音乐现场,music,1.097222222
面筋哥-程书林,1438095,当面筋老了，还记得小伙伴们,335087,119267,27391,4523,3440,2924062,4487,219,2021/12/12 12:09,2021/12/23 18:33,生活中的欧气瞬间 面筋哥 翻唱 必剪创作,音乐 翻唱,music,11.26666667
Piano莱特,923720,好家伙！没想到粉丝点的《孤勇者》，竟能“燃爆”购物中心！,25035,5030,2926,300,549,262472,623,196,2021/12/19 10:30,2021/12/23 18:33,陈奕迅 EDG 钢琴 乐器 演奏 英雄联盟,音乐 演奏,music,4.335416667
娱圈叫兽,1838,专业歌手从不假唱：汪苏泷化身黄金矿工,18075,28,477,27,60,231718,48,187,2021/12/18 18:11,2021/12/23 18:33,汪苏泷 薛之谦 周杰伦,音乐 音乐综合,music,5.015277778
阿梓从小就很可爱,453119,裹着心的光,8684,6084,3010,523,190,58912,906,534,2021/12/20 21:20,2021/12/23 18:33,全能音乐挑战赛 翻唱,音乐 翻唱,music,2.884027778
可人音乐,26073,416女团又火了！《探窗》惊艳全场，老祖宗的快乐我懂了！,72015,885,9844,148,349,667949,210,164,2021/12/12 14:07,2021/12/23 18:33,国风音乐,音乐 音乐综合,music,11.18472222
拯救世界的狗子,877464,《孤勇者》我爸一开口我人傻了！前方持续高能！,236338,122603,65401,11158,3440,3452887,5656,256,2021/11/26 12:05,2021/12/23 18:33,全能音乐挑战赛 陈奕迅 开口跪 翻唱 英雄联盟,音乐 翻唱,music,27.26944444
唐基诃徳,489,太好听了！国粹版《孤勇者》,91626,8386,18801,1414,391,628252,1298,47,2021/12/7 22:48,2021/12/23 18:33,陈奕迅 京剧 英雄联盟手游 翻唱 英雄联盟,音乐 翻唱,music,15.82291667
AlecBenjamin_CN,167568,“只要有彼此，便一切安好” Alec Benjamin 斑鸠 'If We Have Each Other' 中英字幕mv,157524,26166,89856,9849,375,1330388,1105,182,2021/12/10 12:00,2021/12/23 18:33,欧美音乐,音乐 MV,music,13.27291667
下菜Music,366,徐倩倩目前已经“改邪归正”但“假唱团伙”作案越发猖狂，“正义之剑”不知何时“戳破”她们虚假的嘴脸,990,117,1024,1,1,283360,12,137,2021/12/18 20:11,2021/12/23 18:33,乐评盘点,音乐 音乐综合,music,4.931944444
卡莎音乐秀,1324,明明是个大美女，一开口就是“大帝”之音，网友：这也太霸气了！,45878,116,3542,156,725,451246,289,156,2021/12/9 15:00,2021/12/23 18:33,乐评盘点,音乐 音乐综合,music,14.14791667
石玺彤彤彤彤,390603,【人间劲醒曲】将人类几千年犯困史写成一首rap，从未如此醒过！！！,3805,626,588,139,120,309911,191,227,2021/12/19 12:00,2021/12/23 18:33,嘻哈 原创歌曲 RAP 说唱,音乐 原创音乐,music,4.272916667
胡侃音乐,33369,2021华语十大热歌出炉：中国乐坛真的完蛋了吗,38580,3428,3443,1183,5516,857457,3517,553,2021/12/12 15:33,2021/12/23 18:34,全能音乐挑战赛 乐评盘点,音乐 音乐综合,music,11.12569444
四川藏族女孩-扎根措,21269,这次为大家翻唱《夏天的风》有些以前视频大家可能没有看过。如果看过了大家就点个赞就行啦，谢谢你们的喜爱。,44291,9008,1851,442,248,702943,470,40,2021/12/14 20:11,2021/12/23 18:34,周杰伦 欧美音乐 英语 翻唱 必剪创作,音乐 翻唱,music,8.932638889
TheMix多语种乐团,1038208,九种语言版《孤勇者》：谁说站在光里的才算英雄,105333,51623,40483,6708,1960,1140385,1342,257,2021/12/4 12:00,2021/12/23 18:34,陈奕迅 翻唱 英雄联盟,音乐 翻唱,music,19.27361111
姜云升,2072690,【王以太X姜云升】永劫无间歌曲《天选》正式版MV,69982,33776,22866,12771,3109,632153,4125,241,2021/12/18 13:38,2021/12/23 18:34,永劫无间 RAP 说唱,音乐 MV,music,5.205555556
lsx樂,322,【合集】唐恬作词的歌曲,5902,1551,6313,508,397,142682,235,15647,2020/5/26 23:00,2021/12/23 18:34,,音乐 音乐综合,music,575.8152778
Jay音乐区up主,11767,一万粉福利！《晴天》,6810,2037,540,1008,398,131936,894,266,2021/12/20 21:09,2021/12/23 18:34,周杰伦 吉他 翻唱 演奏,音乐 翻唱,music,2.892361111
童童音乐,22855,被称全球最好听歌曲之一《Far Away From Home》，前奏一响就沦陷,48405,15056,47447,2244,760,1295850,2013,259,2021/11/26 18:13,2021/12/23 18:34,,音乐 音乐综合,music,27.01458333
封茗囧菌,1799754,【封茗囧菌】冬日限定原创单曲《冬至已至》,9095,3937,2780,388,298,43656,473,218,2021/12/21 12:00,2021/12/23 18:34,原创歌曲,音乐 原创音乐,music,2.273611111
芝麻Mochi2,330527,用力过猛的朗朗晴天,260944,25282,92670,6619,548,2132971,1653,21,2021/12/6 0:56,2021/12/23 18:34,翻唱,音乐 翻唱,music,17.73472222
朝烟今天唱歌了没,1440226,rap菜鸡！激情献唱英雄联盟《Take my hand》,30663,10214,3572,563,786,272384,1033,268,2021/12/19 18:56,2021/12/23 18:34,一秒触动DNA的旋律 RAP 说唱 翻唱 英雄联盟,音乐 翻唱,music,3.984722222
轻松唱声乐教学,160097,唱歌的几种错误发声方式，有没有你？,37083,4478,37964,661,247,601317,272,106,2021/12/1 16:21,2021/12/23 18:34,,音乐 音乐综合,music,22.09236111
刘正武lzw,3180,4K！经典老歌！“这摸腿杀就连四大天王也抵挡不住”,49330,7793,23369,2194,3035,1263694,1069,605,2021/11/29 3:57,2021/12/23 18:34,我的宝藏音乐歌单 周慧敏 郭富城 黎明 张学友 刘德华 必剪创作,音乐 音乐综合,music,24.60902778
MayTree五月树,1925865,随意唱一下韩剧《鱿鱼游戏》的歌曲！【MayTree五月树】,10925,324,281,19,18,178062,185,13,2021/12/20 16:03,2021/12/23 18:35,全能音乐挑战赛 阿卡贝拉 翻唱,音乐 翻唱,music,3.105555556
一观者也,489908,“他本是一世无双，太子位沉檀凝香。”,28599,6010,20443,686,2547,291772,3619,277,2021/12/17 18:43,2021/12/23 18:35,国风音乐 中国风 古风,音乐 音乐综合,music,5.994444444
贾布加布,165295,【A-SOUL/珈乐】《红色高跟鞋》之新鞋【直播剪辑】,7805,1025,2474,483,123,60400,1100,242,2021/12/22 19:27,2021/12/23 18:35,虚拟UP主 翻唱,音乐 翻唱,music,0.963888889
下饭音乐,708205,不愧是你！费玉清不仅模仿“周杰伦”，还模仿讲话方式？,12940,163,586,29,259,200527,224,241,2021/12/18 17:18,2021/12/23 18:35,费玉清 邓紫棋 周杰伦,音乐 音乐综合,music,5.053472222
余七睡不醒,104,在海底捞合唱《Seasons of Love》是什么样的体验！！！,7976,1839,1712,702,144,128091,340,166,2021/12/19 13:38,2021/12/23 18:35,无处不音乐 翻唱,音乐 翻唱,music,4.20625
呱呱瓜能有什么坏心思,5158,【填词/混剪】总有一天，全服的欧皇都要高看我们！,6166,4266,2155,1550,364,64939,573,257,2021/12/21 17:08,2021/12/23 18:35,年底情感回忆杀 原神 翻唱,音乐 翻唱,music,2.060416667
vivi蟹籽,521,AR刘夫阳8个bars挑战，哈哈哈哈整一下子活,7378,992,774,209,52,114196,256,41,2021/12/20 8:01,2021/12/23 18:35,嘻哈 HIPHOP 原创歌曲 RAP 说唱,音乐 原创音乐,music,3.440277778
黑泽诺亚NOIR,172271,【抖腿警告！】主播的现场是什么样子的...? 当然是全体蹦迪啦！！《Uptown FUNK》,116227,40492,42375,11228,1474,1484314,2508,270,2021/12/1 13:00,2021/12/23 18:35,虚拟UP主召集令 翻唱,音乐 翻唱,music,22.23263889
零点音悦Music,3546,平时混得像过气歌手，一开演唱会却一票难求，网友：这才叫实力,19970,410,2430,56,748,522909,476,272,2021/12/2 20:41,2021/12/23 18:35,许嵩 乐评盘点,音乐 音乐综合,music,20.9125
凛-阿格里亚斯,157438,《原 曲 是 啥 来 着》,296440,110357,117025,40487,9664,3593772,7696,176,2021/11/29 0:22,2021/12/23 18:35,翻唱,音乐 翻唱,music,24.75902778
管莫书,69572,【唢呐+戏腔】“你拜的是神灵，还是自己的欲望。”,5494,2401,4646,234,97,61521,313,240,2021/12/18 19:42,2021/12/23 18:35,国风音乐 原创歌曲 古风,音乐 原创音乐,music,4.953472222
31好饿啊,20983,【歌单】好听到每一首都停下来搜歌名的程度｜治愈 温柔 学习,29816,6548,60936,1497,337,469851,748,9242,2021/12/6 17:50,2021/12/23 18:36,,音乐 音乐综合,music,17.03194444
星辰_up,40153,【原神三神】不老不死,269268,177511,191208,14570,6276,2804788,3137,214,2021/11/25 17:57,2021/12/23 18:36,全能音乐挑战赛 原神 翻唱,音乐 翻唱,music,28.02708333
狼匝睡死了,363,【某幻】超燃翻唱《孤勇者》,5177,274,2866,828,415,57412,261,235,2021/12/21 10:39,2021/12/23 18:36,翻唱,音乐 翻唱,music,2.33125
king金鑫-音乐制作,131339,我妈让我陪她一起唱周杰伦的《霍元甲》，我就不！！！,17100,13601,4403,1258,1408,200574,693,228,2021/12/18 16:37,2021/12/23 18:36,国风音乐 周杰伦 中国风 翻唱,音乐 翻唱,music,5.082638889
音乐猛抬头,263256,陈奕迅：老子随便唱个游戏歌，竟然一夜破2亿播放？,90055,1528,12933,355,1244,1934388,2344,174,2021/12/9 20:12,2021/12/23 18:36,陈奕迅 乐评盘点 英雄联盟,音乐 音乐综合,music,13.93333333
k泡美女顶楼人,1361,众所周知，没有一种表情管理叫油腻！,9926,610,6935,432,2979,275826,942,4860,2021/12/18 6:17,2021/12/23 18:36,金泫雅 金泰妍 LISA KPOP,音乐 音乐现场,music,5.513194444
一日歌,187804,索尼三大新生代歌姬合体 「milet × Aimer × 幾田莉拉 - おもかげ 面容」- THE FIRST TAKE,18312,5605,15958,7123,493,275862,889,245,2021/12/17 21:14,2021/12/23 18:36,Aimer,音乐 音乐现场,music,5.890277778
花丸晴琉Official,418043,前方燃爆 日本女主播翻唱《左手指月》,6957,3454,1552,209,158,44119,461,229,2021/12/21 19:00,2021/12/23 18:36,香蜜沉沉烬如霜 虚拟UP主 翻唱,音乐 翻唱,music,1.983333333
路飞仙贝呀,110584,呐！说了不是我唱的！,6105,397,684,275,109,167901,323,36,2021/12/19 18:54,2021/12/23 18:36,没有音乐整不了的活 翻唱 搞笑,音乐 翻唱,music,3.9875
金弦_North,102439,【金弦】往后余生,5717,3507,1821,365,325,29565,883,231,2021/12/20 18:00,2021/12/23 18:36,翻唱,音乐 翻唱,music,3.025
Doggie叨叨,202855,【Doggie】Mixtape《YOU NG》第一波主打《日出之前》MV上线,5469,3659,2024,750,390,28034,559,196,2021/12/22 11:05,2021/12/23 18:36,RAP 说唱,音乐 MV,music,1.313194444
嘻笑堂,259567,极致快嘴！赵辰龙参加AR的8个Bar挑战“管你是个OG还是新生代，听到了这里就得服气”,4192,128,690,385,61,97751,285,41,2021/12/20 23:13,2021/12/23 18:37,嘻哈 HIPHOP RAP 说唱,音乐 音乐综合,music,2.808333333
_Firefox,2179,《孤勇者》-陈奕迅、祖娅纳惜（双声道版）建议佩戴耳机收听,109002,51448,94305,26912,2013,1650453,3566,542,2021/11/25 0:27,2021/12/23 18:37,陈奕迅,音乐 音乐综合,music,28.75694444
耳朵听了能怀孕,722935,当年红极一时，如今却“销声匿迹”的失踪歌手！,8011,2558,3339,451,4954,166882,718,1027,2021/12/16 21:24,2021/12/23 18:37,,音乐 音乐综合,music,6.884027778
加油小仙,295283,排练清唱《这世界那么多人》加油小仙，如果被淘汰了就当作唱给你们听,28994,11134,1257,48,244,326091,261,130,2021/12/18 8:05,2021/12/23 18:37,清唱 翻唱,音乐 翻唱,music,5.438888889
澄田花苗,101187,《宇 宙 级 の 转 音》,361918,97520,137852,20562,6671,2994940,7676,5478,2021/11/28 18:24,2021/12/23 18:37,开口跪 欧美音乐 翻唱,音乐 翻唱,music,25.00902778
索尼音乐中国,457853,【官方 MV】Never Gonna Give You Up - Rick Astley,1014792,424974,627957,121671,48141,32576897,48680,213,2020/1/1 7:43,2021/12/23 18:37,欧美音乐,音乐 MV,music,722.4541667
KG-Area21,349644,【4K60帧】经典老歌：瑞克·埃斯利《Never Gonna Give You Up》1987 AI修复补帧版,595632,136657,424806,64068,35217,16130230,12341,424,2021/1/26 0:56,2021/12/23 18:37,4K 欧美音乐,音乐 MV,music,331.7368056
祖安1锤4,10546,iu顶级现场,646060,169621,536367,89612,31871,18502221,10301,280,2020/4/24 14:20,2021/12/23 18:37,,音乐 音乐现场,music,608.1784722
完美的心,1025,[CC官中]BLACKPINK 大电影 2021（出道五周年）,2633,534,4490,249,575,41669,33,5852,2021/12/19 22:31,2021/12/23 18:37,ROSE LISA YG BLACKPINK,音乐 音乐综合,music,3.8375
三无Marblue,2048463,【三无X祖娅纳惜】《新笑傲江湖》手游2周年官方主题曲《两相知》,24104,9483,7690,638,527,153072,976,225,2021/12/19 12:00,2021/12/23 18:37,国风音乐 原创歌曲 古风,音乐 原创音乐,music,4.275694444
Kototo,292340,再不打给我我就不打算追回你！《大笨钟》- 周杰伦 （cover）,4686,2941,1129,431,110,58557,400,137,2021/12/20 18:30,2021/12/23 18:37,活力行为大赏 吉他弹唱 翻唱,音乐 翻唱,music,3.004861111
异世界情绪,79646,【异世界情绪】日文翻唱《メリクリ/圣诞快乐》,4308,2887,2548,554,63,20897,344,344,2021/12/21 18:06,2021/12/23 18:37,全能音乐挑战赛 日文翻唱 虚拟UP主 日语 虚拟歌手 翻唱,音乐 翻唱,music,2.021527778
爱动手的小秦师傅,46078,《Smokin Out The Window》中文填词翻唱《你这个坏女人》,40132,31646,18078,14615,1766,761771,2072,195,2021/12/9 19:05,2021/12/23 18:38,欧美音乐 翻唱,音乐 翻唱,music,13.98125
绝对演绎,81256,【唐诗逸新舞】洛阳旧事，一舞盛唐。国家队带你看真正的绝对演绎！【超清4k美颜暴击】,39109,18709,20181,13777,2213,476746,839,263,2021/12/23 10:00,2021/12/23 18:38,古典舞 中国舞 中国风,舞蹈 中国舞,dance,0.359722222
青鸢Cyan-,760184,听说你们喜欢圣诞铃铛！！,18059,4227,13469,1025,419,379976,549,101,2021/12/22 12:05,2021/12/23 18:38,爵士舞 韩舞 街舞 明星舞蹈,舞蹈 明星舞蹈,dance,1.272916667
